ANO,GRANDE REGIÃO,UF,PRODUTO,CÓDIGO IBGE,MUNICÍPIO,VENDAS
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200013,ACRELANDIA,2513900
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200054,ASSIS BRASIL,3357000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200104,BRASILEIA,2484000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200138,BUJARI,1028300
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200179,CAPIXABA,2758000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200203,CRUZEIRO DO SUL,58789000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200252,EPITACIOLANDIA,2650000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200302,FEIJO,6598000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200328,JORDAO,489000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200336,MANCIO LIMA,1088000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200344,MANOEL URBANO,3793000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200351,MARECHAL THAUMATURGO,2246000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200385,PLACIDO DE CASTRO,1098500
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200807,PORTO ACRE,2429500
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200393,PORTO WALTER,1592000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200401,RIO BRANCO,47667600
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200427,RODRIGUES ALVES,360000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200435,SANTA ROSA DO PURUS,607000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200500,SENA MADUREIRA,3541500
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200450,SENADOR GUIOMARD,4527500
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200609,TARAUACA,9521000
2020,REGIÃO NORTE,AC,ÓLEO DIESEL,1200708,XAPURI,1733000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700102,AGUA BRANCA,579000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700201,ANADIA,285000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700300,ARAPIRACA,28500500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700409,ATALAIA,5042500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700508,BARRA DE SANTO ANTONIO,315000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700607,BARRA DE SAO MIGUEL,923500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700706,BATALHA,2106500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2700805,BELEM,222000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701001,BOCA DA MATA,1733000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701100,BRANQUINHA,18500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701209,CACIMBINHAS,755000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701308,CAJUEIRO,139000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701357,CAMPESTRE,10000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701407,CAMPO ALEGRE,7770500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701506,CAMPO GRANDE,217000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701605,CANAPI,886500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701704,CAPELA,244000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701803,CARNEIROS,50000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2701902,CHA PRETA,85000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702009,COITE DO NOIA,310000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702108,COLONIA LEOPOLDINA,815500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702306,CORURIPE,12195500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702355,CRAIBAS,6379000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702405,DELMIRO GOUVEIA,3295000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702504,DOIS RIACHOS,354000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702553,ESTRELA DE ALAGOAS,1049000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702603,FEIRA GRANDE,392000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702702,FELIZ DESERTO,325000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702801,FLEXEIRAS,40000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2702900,GIRAU DO PONCIANO,1459000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703007,IBATEGUARA,376000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703106,IGACI,866500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703205,IGREJA NOVA,3123500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703304,INHAPI,1039000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703403,JACARE DOS HOMENS,180000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703502,JACUIPE,17500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703601,JAPARATINGA,337000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703700,JARAMATAIA,360000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703759,JEQUIA DA PRAIA,430000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703809,JOAQUIM GOMES,460000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2703908,JUNDIA,127000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704005,JUNQUEIRO,4085000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704104,LAGOA DA CANOA,689500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704203,LIMOEIRO DE ANADIA,712500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704302,MACEIO,94383000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704401,MAJOR ISIDORO,1073500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704500,MARAGOGI,1606535
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704609,MARAVILHA,222000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704708,MARECHAL DEODORO,7431001
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2704807,MARIBONDO,2045000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705002,MATA GRANDE,659500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705101,MATRIZ DE CAMARAGIBE,2315500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705200,MESSIAS,1655000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705309,MINADOR DO NEGRAO,325500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705408,MONTEIROPOLIS,235000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705507,MURICI,1018500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705606,NOVO LINO,452500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705705,OLHO D'AGUA DAS FLORES,2155000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705804,OLHO D'AGUA DO CASADO,187500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2705903,OLHO D'AGUA GRANDE,10000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706000,OLIVENCA,342500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706109,OURO BRANCO,293500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706307,PALMEIRA DOS INDIOS,6154000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706406,PAO DE ACUCAR,740000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706422,PARICONHA,110000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706448,PARIPUEIRA,450500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706505,PASSO DE CAMARAGIBE,238500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706604,PAULO JACINTO,412000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706703,PENEDO,2851000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706802,PIACABUCU,899000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2706901,PILAR,7142000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707107,PIRANHAS,1720500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707206,POCO DAS TRINCHEIRAS,751000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707305,PORTO CALVO,2080000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707404,PORTO DE PEDRAS,465000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707503,PORTO REAL DO COLEGIO,508000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707602,QUEBRANGULO,67500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707701,RIO LARGO,36796500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2707800,ROTEIRO,5000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708006,SANTANA DO IPANEMA,4212848
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708105,SANTANA DO MUNDAU,132500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708303,SAO JOSE DA LAJE,4628000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708402,SAO JOSE DA TAPERA,2495000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708501,SAO LUIS DO QUITUNDE,5919500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708600,SAO MIGUEL DOS CAMPOS,23031700
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708709,SAO MIGUEL DOS MILAGRES,312000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708808,SAO SEBASTIAO,13531500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708907,SATUBA,3144500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2708956,SENADOR RUI PALMEIRA,370000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2709103,TAQUARANA,1167500
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2709152,TEOTONIO VILELA,5156000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2709202,TRAIPU,70000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2709301,UNIAO DOS PALMARES,4075000
2020,REGIÃO NORDESTE,AL,ÓLEO DIESEL,2709400,VICOSA,1907498
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300029,ALVARAES,1997000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300060,AMATURA,384000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300086,ANAMA,105000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300102,ANORI,669088
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300144,APUI,5218500
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300201,ATALAIA DO NORTE,480000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300300,AUTAZES,10796730
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300409,BARCELOS,1059000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300508,BARREIRINHA,807979
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300607,BENJAMIN CONSTANT,6484000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300631,BERURI,321000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300680,BOA VISTA DO RAMOS,46000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300706,BOCA DO ACRE,3838000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300805,BORBA,7572000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1300839,CAAPIRANGA,90000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301001,CARAUARI,5158500
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301100,CAREIRO,2996225
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301159,CAREIRO DA VARZEA,1388000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301209,COARI,2977652
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301308,CODAJAS,469000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301407,EIRUNEPE,624632
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301506,ENVIRA,1940600
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301605,FONTE BOA,3040000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301654,GUAJARA,291000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301704,HUMAITA,20792276
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301803,IPIXUNA,2509000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301852,IRANDUBA,7151600
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301902,ITACOATIARA,11222359
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1301951,ITAMARATI,925000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302009,ITAPIRANGA,1251877
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302108,JAPURA,1093000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302207,JURUA,972593
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302306,JUTAI,3607747
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302405,LABREA,1128507
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302504,MANACAPURU,7751167
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302553,MANAQUIRI,411400
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302603,MANAUS,552507877
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302702,MANICORE,20621291
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302801,MARAA,1350000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1302900,MAUES,1652016
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303007,NHAMUNDA,328908
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303106,NOVA OLINDA DO NORTE,8600500
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303205,NOVO AIRAO,581000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303304,NOVO ARIPUANA,1827000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303403,PARINTINS,2858440
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303502,PAUINI,202000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303536,PRESIDENTE FIGUEIREDO,21520000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303569,RIO PRETO DA EVA,1054000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303601,SANTA ISABEL DO RIO NEGRO,424000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303700,SANTO ANTONIO DO ICA,1596000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303809,SAO GABRIEL DA CACHOEIRA,3369900
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303908,SAO PAULO DE OLIVENCA,2076067
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1303957,SAO SEBASTIAO DO UATUMA,1038890
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304005,SILVES,300000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304062,TABATINGA,1346000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304104,TAPAUA,41700
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304203,TEFE,19652782
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304237,TONANTINS,1167000
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304260,UARINI,1815040
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304302,URUCARA,578745
2020,REGIÃO NORTE,AM,ÓLEO DIESEL,1304401,URUCURITUBA,347000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600105,AMAPA,220000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600204,CALCOENE,4160000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600212,CUTIAS,35500
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600238,FERREIRA GOMES,105000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600253,ITAUBAL,283000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600279,LARANJAL DO JARI,2553609
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600303,MACAPA,40471024
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600402,MAZAGAO,720000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600501,OIAPOQUE,14082846
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600154,PEDRA BRANCA DO AMAPARI,33658500
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600535,PORTO GRANDE,2015000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600550,PRACUUBA,721000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600600,SANTANA,15445892
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600055,SERRA DO NAVIO,205000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600709,TARTARUGALZINHO,510000
2020,REGIÃO NORTE,AP,ÓLEO DIESEL,1600808,VITORIA DO JARI,347163
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900108,ABAIRA,331000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900207,ABARE,10135000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900306,ACAJUTIBA,549500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900355,ADUSTINA,1900000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900405,AGUA FRIA,371000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900603,AIQUARA,59000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900702,ALAGOINHAS,47680019
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900801,ALCOBACA,1695000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2900900,ALMADINA,120000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901007,AMARGOSA,2104500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901106,AMELIA RODRIGUES,21902000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901155,AMERICA DOURADA,1356000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901205,ANAGE,6472000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901304,ANDARAI,1679000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901353,ANDORINHA,3817000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901403,ANGICAL,668000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901502,ANGUERA,2320000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901601,ANTAS,2457000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901700,ANTONIO CARDOSO,16085000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901809,ANTONIO GONCALVES,266500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901908,APORA,431000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2901957,APUAREMA,205000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902054,ARACAS,614001
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902005,ARACATU,1575000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902104,ARACI,7706000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902203,ARAMARI,158000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902252,ARATACA,175000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902302,ARATUIPE,1007000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902401,AURELINO LEAL,755000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902500,BAIANOPOLIS,1225500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902609,BAIXA GRANDE,1602500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902658,BANZAE,1159000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902708,BARRA,1870000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902807,BARRA DA ESTIVA,3601000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2902906,BARRA DO CHOCA,1854000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903003,BARRA DO MENDES,609000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903102,BARRA DO ROCHA,120000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903201,BARREIRAS,152460156
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903235,BARRO ALTO,1098000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903300,BARRO PRETO,25000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903276,BARROCAS,3735500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903409,BELMONTE,1390500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903508,BELO CAMPO,1172000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903607,BIRITINGA,605000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903706,BOA NOVA,402000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903805,BOA VISTA DO TUPIM,569000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903904,BOM JESUS DA LAPA,15551001
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2903953,BOM JESUS DA SERRA,354000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904001,BONINAL,1286000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904050,BONITO,1227000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904100,BOQUIRA,1105000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904209,BOTUPORA,354000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904308,BREJOES,8190000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904407,BREJOLANDIA,943000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904506,BROTAS DE MACAUBAS,461500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904605,BRUMADO,23545000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904704,BUERAREMA,12749001
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904753,BURITIRAMA,1092000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904803,CAATIBA,162000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904852,CABACEIRAS DO PARAGUACU,331000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904902,CACHOEIRA,750000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905008,CACULE,2751500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905107,CAEM,243000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905156,CAETANOS,709000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905206,CAETITE,8779500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905305,CAFARNAUM,1651000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905404,CAIRU,100000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905503,CALDEIRAO GRANDE,2347000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905602,CAMACAN,1350000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905701,CAMACARI,79739172
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905800,CAMAMU,3094000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905909,CAMPO ALEGRE DE LOURDES,4952000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906006,CAMPO FORMOSO,9201807
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906105,CANAPOLIS,246000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906204,CANARANA,2949500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906303,CANAVIEIRAS,1981000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906402,CANDEAL,154000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906501,CANDEIAS,37518960
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906600,CANDIBA,1993000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906709,CANDIDO SALES,9400000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906808,CANSANCAO,1352000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906824,CANUDOS,2693000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906857,CAPELA DO ALTO ALEGRE,909000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906873,CAPIM GROSSO,40589000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906899,CARAIBAS,813000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906907,CARAVELAS,9616500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907004,CARDEAL DA SILVA,651000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907103,CARINHANHA,2227000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907202,CASA NOVA,9216000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907301,CASTRO ALVES,1822500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907400,CATOLANDIA,18126000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907509,CATU,4046999
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907558,CATURAMA,321000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907608,CENTRAL,4642500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907707,CHORROCHO,662000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907806,CICERO DANTAS,3064000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907905,CIPO,1313500
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908002,COARACI,508000
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908101,COCOS,6149640
2020,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908200,CONCEICAO DA FEIRA,5699000
