ANO,GRANDE REGIÃO,UF,PRODUTO,CÓDIGO IBGE,MUNICÍPIO,VENDAS
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904308,BREJOES,5825500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904407,BREJOLANDIA,727000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904506,BROTAS DE MACAUBAS,726000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904605,BRUMADO,28150960
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904704,BUERAREMA,9984000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904753,BURITIRAMA,1146800
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904803,CAATIBA,186000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904852,CABACEIRAS DO PARAGUACU,212000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2904902,CACHOEIRA,1714325
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905008,CACULE,2761000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905107,CAEM,313500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905156,CAETANOS,584000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905206,CAETITE,14974000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905305,CAFARNAUM,1611000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905404,CAIRU,201000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905503,CALDEIRAO GRANDE,2180000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905602,CAMACAN,5385000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905701,CAMACARI,100954500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905800,CAMAMU,3529000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2905909,CAMPO ALEGRE DE LOURDES,4668000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906006,CAMPO FORMOSO,9805000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906105,CANAPOLIS,252000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906204,CANARANA,3101000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906303,CANAVIEIRAS,1932000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906402,CANDEAL,150000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906501,CANDEIAS,32886000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906600,CANDIBA,1689000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906709,CANDIDO SALES,6827500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906808,CANSANCAO,1955000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906824,CANUDOS,2685422
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906857,CAPELA DO ALTO ALEGRE,1109000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906873,CAPIM GROSSO,42498000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906899,CARAIBAS,751000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2906907,CARAVELAS,4479100
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907004,CARDEAL DA SILVA,1187000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907103,CARINHANHA,2346000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907202,CASA NOVA,8933200
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907301,CASTRO ALVES,1781251
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907400,CATOLANDIA,14577500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907509,CATU,5467000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907558,CATURAMA,349000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907608,CENTRAL,2073500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907707,CHORROCHO,605000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907806,CICERO DANTAS,3484500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2907905,CIPO,1376500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908002,COARACI,576000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908101,COCOS,7412000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908200,CONCEICAO DA FEIRA,4705000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908309,CONCEICAO DO ALMEIDA,4722228
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908408,CONCEICAO DO COITE,6071000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908507,CONCEICAO DO JACUIPE,34944500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908606,CONDE,1190500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908705,CONDEUBA,968500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908804,CONTENDAS DO SINCORA,671000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2908903,CORACAO DE MARIA,1090000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909000,CORDEIROS,531500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909109,CORIBE,1159000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909208,CORONEL JOAO SA,1013000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909307,CORRENTINA,93194500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909406,COTEGIPE,1161000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909505,CRAVOLANDIA,209000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909604,CRISOPOLIS,713500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909703,CRISTOPOLIS,15451600
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909802,CRUZ DAS ALMAS,8848500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2909901,CURACA,4380000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910008,DARIO MEIRA,502000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910057,DIAS D'AVILA,10743500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910107,DOM BASILIO,4485000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910206,DOM MACEDO COSTA,188000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910305,ELISIO MEDRADO,260000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910404,ENCRUZILHADA,10386000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910503,ENTRE RIOS,10412023
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910602,ESPLANADA,6935001
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910701,EUCLIDES DA CUNHA,6359500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910727,EUNAPOLIS,48738000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910750,FATIMA,1135000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910776,FEIRA DA MATA,645000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910800,FEIRA DE SANTANA,181061609
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910859,FILADELFIA,1221000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2910909,FIRMINO ALVES,190000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911006,FLORESTA AZUL,200000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911105,FORMOSA DO RIO PRETO,18650803
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911204,GANDU,4697000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911253,GAVIAO,410500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911303,GENTIO DO OURO,1347400
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911402,GLORIA,851000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911501,GONGOGI,366000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911600,GOVERNADOR MANGABEIRA,5425500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911659,GUAJERU,535000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911709,GUANAMBI,15867200
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911808,GUARATINGA,581000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911857,HELIOPOLIS,453500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2911907,IACU,8320000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912004,IBIASSUCE,1242000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912103,IBICARAI,1414000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912202,IBICOARA,9137000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912301,IBICUI,1150000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912400,IBIPEBA,833000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912509,IBIPITANGA,806000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912608,IBIQUERA,133500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912707,IBIRAPITANGA,2310000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912806,IBIRAPUA,7393800
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2912905,IBIRATAIA,1065000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913002,IBITIARA,1236000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913101,IBITITA,1190000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913200,IBOTIRAMA,20205500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913309,ICHU,268000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913408,IGAPORA,5893000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913457,IGRAPIUNA,319000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913507,IGUAI,965000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913606,ILHEUS,16354000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913705,INHAMBUPE,6939000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913804,IPECAETA,337000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2913903,IPIAU,3688000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914000,IPIRA,8459888
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914109,IPUPIARA,867000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914208,IRAJUBA,6659000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914307,IRAMAIA,4899000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914406,IRAQUARA,4634000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914505,IRARA,1457000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914604,IRECE,19422500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914653,ITABELA,8296000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914703,ITABERABA,41858500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914802,ITABUNA,37010000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2914901,ITACARE,1608000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915007,ITAETE,1027000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915106,ITAGI,435000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915205,ITAGIBA,26236500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915304,ITAGIMIRIM,5117000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915353,ITAGUACU DA BAHIA,1759600
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915403,ITAJU DO COLONIA,405000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915502,ITAJUIPE,439000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915601,ITAMARAJU,11275900
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915700,ITAMARI,232000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2915809,ITAMBE,5217000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916005,ITANHEM,1034000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916104,ITAPARICA,802000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916203,ITAPE,864000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916302,ITAPEBI,775000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916401,ITAPETINGA,7847028
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916500,ITAPICURU,2104000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916609,ITAPITANGA,215000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916708,ITAQUARA,529000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916807,ITARANTIM,2336000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916856,ITATIM,99587800
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2916906,ITIRUCU,1239000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917003,ITIUBA,1860000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917102,ITORORO,831000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917201,ITUACU,1777000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917300,ITUBERA,1771000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917334,IUIU,963000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917359,JABORANDI,7087000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917409,JACARACI,817500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917508,JACOBINA,22513000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917607,JAGUAQUARA,20226300
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917706,JAGUARARI,11702500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917805,JAGUARIPE,2935000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2917904,JANDAIRA,1126000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918001,JEQUIE,31507000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918100,JEREMOABO,6149000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918209,JEQUIRICA,895000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918308,JITAUNA,399000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918357,JOAO DOURADO,4142400
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918407,JUAZEIRO,55283345
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918456,JUCURUCU,287000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918506,JUSSARA,884000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918555,JUSSARI,7000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918605,JUSSIAPE,399000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918704,LAFAIETE COUTINHO,185000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918753,LAGOA REAL,755000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918803,LAJE,7005000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2918902,LAJEDAO,243000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919009,LAJEDINHO,8868000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919058,LAJEDO DO TABOCAL,475000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919108,LAMARAO,185500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919157,LAPAO,3505000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919207,LAURO DE FREITAS,23111680
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919306,LENCOIS,4360400
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919405,LICINIO DE ALMEIDA,1494000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919504,LIVRAMENTO DE NOSSA SENHORA,6616000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919553,LUIS EDUARDO MAGALHAES,166218500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919603,MACAJUBA,591000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919702,MACARANI,895000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919801,MACAUBAS,2962000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919900,MACURURE,545000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919926,MADRE DE DEUS,1022000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2919959,MAETINGA,662000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920007,MAIQUINIQUE,1206000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920106,MAIRI,1333000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920205,MALHADA,2840000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920304,MALHADA DE PEDRAS,1356000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920403,MANOEL VITORINO,647000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920452,MANSIDAO,454000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920502,MARACAS,10927636
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920601,MARAGOGIPE,861000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920700,MARAU,1319000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920809,MARCIONILIO SOUZA,353000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2920908,MASCOTE,3640000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921005,MATA DE SAO JOAO,5231000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921054,MATINA,543000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921104,MEDEIROS NETO,7588000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921203,MIGUEL CALMON,1653000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921302,MILAGRES,31966500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921401,MIRANGABA,955000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921450,MIRANTE,568000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921500,MONTE SANTO,2787000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921609,MORPARA,311000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921708,MORRO DO CHAPEU,6589500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921807,MORTUGABA,813500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2921906,MUCUGE,3617500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922003,MUCURI,30677500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922052,MULUNGU DO MORRO,533000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922102,MUNDO NOVO,527500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922201,MUNIZ FERREIRA,638000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922250,MUQUEM DE SAO FRANCISCO,5146000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922300,MURITIBA,3278000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922409,MUTUIPE,1779000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922508,NAZARE,3621500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922607,NILO PECANHA,448000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922656,NORDESTINA,3273000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922706,NOVA CANAA,701000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922730,NOVA FATIMA,1823500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922755,NOVA IBIA,48000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922805,NOVA ITARANA,1643000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922854,NOVA REDENCAO,200000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2922904,NOVA SOURE,2288000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923001,NOVA VICOSA,6878300
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923035,NOVO HORIZONTE,1961000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923050,NOVO TRIUNFO,189000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923100,OLINDINA,2848000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923209,OLIVEIRA DOS BREJINHOS,7806400
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923308,OURICANGAS,240000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923357,OUROLANDIA,3698000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923407,PALMAS DE MONTE ALTO,1345000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923506,PALMEIRAS,243000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923605,PARAMIRIM,4374000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923704,PARATINGA,1974000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923803,PARIPIRANGA,1705500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2923902,PAU BRASIL,656000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924009,PAULO AFONSO,9723000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924058,PE DE SERRA,513500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924108,PEDRAO,193000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924207,PEDRO ALEXANDRE,818500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924306,PIATA,4436000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924405,PILAO ARCADO,2222500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924504,PINDAI,1112000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924603,PINDOBACU,1592000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924652,PINTADAS,535000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924678,PIRAI DO NORTE,305000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924702,PIRIPA,466500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924801,PIRITIBA,1969000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2924900,PLANALTINO,644000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925006,PLANALTO,20937800
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925105,POCOES,35771500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925204,POJUCA,10321500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925253,PONTO NOVO,903000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925303,PORTO SEGURO,14469000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925402,POTIRAGUA,1400000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925501,PRADO,1978000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925600,PRESIDENTE DUTRA,1043000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925709,PRESIDENTE JANIO QUADROS,670000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925758,PRESIDENTE TANCREDO NEVES,3696672
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925808,QUEIMADAS,1389000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925907,QUIJINGUE,7883000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925931,QUIXABEIRA,392000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2925956,RAFAEL JAMBEIRO,86598750
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926004,REMANSO,3726000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926103,RETIROLANDIA,2460500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926202,RIACHAO DAS NEVES,7955500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926301,RIACHAO DO JACUIPE,11664600
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926400,RIACHO DE SANTANA,2530000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926509,RIBEIRA DO AMPARO,1102000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926608,RIBEIRA DO POMBAL,6063500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926657,RIBEIRAO DO LARGO,393000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926707,RIO DE CONTAS,625000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926806,RIO DO ANTONIO,1220000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2926905,RIO DO PIRES,600000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927002,RIO REAL,9050300
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927101,RODELAS,686000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927200,RUY BARBOSA,1961000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927309,SALINAS DA MARGARIDA,257000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927408,SALVADOR,234053666
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927507,SANTA BARBARA,2300000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927606,SANTA BRIGIDA,803500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927705,SANTA CRUZ CABRALIA,3365000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927804,SANTA CRUZ DA VITORIA,3012200
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2927903,SANTA INES,1295000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2928000,SANTALUZ,13859500
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2928059,SANTA LUZIA,350000
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2928109,SANTA MARIA DA VITORIA,8420100
2022,REGIÃO NORDESTE,BA,ÓLEO DIESEL,2928208,SANTANA,4273000
